Tweet Id,Text,Name,Screen Name,UTC,time,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1531452255228018690,most technologically advanced bilkent backpack https://t.co/7q6qP6NKIR,ваd ытсн《 ℕ𝔽𝕋 𝕖𝕣𝕒》,gamrboi68,2022-05-31 01:47:25.000 ,Tue May 31 01:47:25 +0000 2022,2,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/FUDPtMAWIAAZVso.jpg,,,
1531451373761486850,"RT @hakhukukhayat : Prof. Dr. Sami SELÇUK
Yargıtay Eski  Başkanı
İ. D. Bilkent Ü. Hukuk Fakültesi öğretim üyesi:

''.... uygulanmayan, yitik hukukun göçüğü.................''

#ŞimdiBirlikZamanı https://t.co/z6bbgHHknk",xanibikes,xanibikes,2022-05-31 01:43:55.000 ,Tue May 31 01:43:55 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FUBrm-8XoAEMzoo.png,,,
1531436822949249030,"RT @hakhukukhayat : Prof. Dr. Sami SELÇUK
Yargıtay Eski  Başkanı
İ. D. Bilkent Ü. Hukuk Fakültesi öğretim üyesi:

''.... uygulanmayan, yitik hukukun göçüğü.................''

#ŞimdiBirlikZamanı https://t.co/z6bbgHHknk",Umut,onadonecegizzz,2022-05-31 00:46:05.000 ,Tue May 31 00:46:05 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FUBrm-8XoAEMzoo.png,,,
1531435061114904576,2010ların başında Hollanda’da bu ilk 200 üniversite için vardı, gerçi belki hala vardır. 2011’de Bilkent ve Odtü THE sıralamasında ilk 200deydi, bu imkandan faydalananlar olmuştu. https://t.co/13cWwYviuY,Gorkem,_gorkem_,2022-05-31 00:39:05.000 ,Tue May 31 00:39:05 +0000 2022,8,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/ahmetbeyefendi/status/1531289650286952449 ,0,0,,,,,
1531414741368840195,RT @tugceygt_ : @DokuzOlmaz @crmbelediyesi @sungurlu_tv @HaytapOfficial @PawGuardsTr @melothepit @kedibettyy @Bilkent_HDK @odtuhaydost,Metin Denizci,denizci_metin,2022-05-30 23:18:21.000 ,Mon May 30 23:18:21 +0000 2022,0,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,9,,,,,
1531410306282442754,Bilkent Hukuk netlerine bakarken son kalan beynim hücrelerim https://t.co/xzNk4no6XM,Gizem Tc şartlarında ayakta durmaya çalışıyor,sakurachoji,2022-05-30 23:00:43.000 ,Mon May 30 23:00:43 +0000 2022,2,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/FUCpjjfWAAA-F28.jpg,,,
1531403182038974464,"RT @hakhukukhayat : Prof. Dr. Sami SELÇUK
Yargıtay Eski  Başkanı
İ. D. Bilkent Ü. Hukuk Fakültesi öğretim üyesi:

''.... uygulanmayan, yitik hukukun göçüğü.................''

#ŞimdiBirlikZamanı https://t.co/z6bbgHHknk",Leyla Okur,LeylaOkur17,2022-05-30 22:32:25.000 ,Mon May 30 22:32:25 +0000 2022,0,0,tr,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FUBrm-8XoAEMzoo.png,,,
1531387763815329794,@Sevdecobaan ........ bilkent aynana bak bi kendine gel,batu,batuhanbartuu,2022-05-30 21:31:09.000 ,Mon May 30 21:31:09 +0000 2022,2,0,tr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,,,
1531384394585456641,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Mehmet Akif Aslan,maakifaslan,2022-05-30 21:17:46.000 ,Mon May 30 21:17:46 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531384072697745409,ama bunları da olamıyorum çünkü Lenin aşkım baskın geliyor Lenini böyle severken nasıl Bilkent kasa aşko kuşko olabiliriz,Elif,lenininkedisii,2022-05-30 21:16:29.000 ,Mon May 30 21:16:29 +0000 2022,1,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,
1531383974345510917,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",özkan ocak,zkanocak14,2022-05-30 21:16:05.000 ,Mon May 30 21:16:05 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531383885023653888,"RT @hakhukukhayat : Prof. Dr. Sami SELÇUK
Yargıtay Eski  Başkanı
İ. D. Bilkent Ü. Hukuk Fakültesi öğretim üyesi:

''.... uygulanmayan, yitik hukukun göçüğü.................''

#ŞimdiBirlikZamanı https://t.co/z6bbgHHknk",Haydar,Haydar30598217,2022-05-30 21:15:44.000 ,Mon May 30 21:15:44 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FUBrm-8XoAEMzoo.png,,,
1531383604957306881,Bu olay bir defa daha yaşanmıştı, demek ki buna bir çözüm bulunmakla uğraşılmıyor. Umarım bu duruma Bilkent ulaşım ofisi bir çözüm bulur ve daha fazla öğrenci hakkı olan ringi kullanmaya çalışırken bu şekilde gecenin bu saatinde mağdur duruma düşmez.,elvo yeto,elvinkosar,2022-05-30 21:14:37.000 ,Mon May 30 21:14:37 +0000 2022,1,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,
1531382739097853953,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",maddenin kırgın hali DİCLE,analizyaptim,2022-05-30 21:11:11.000 ,Mon May 30 21:11:11 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531382710379372544,"Hiçbir yere ulaşamadığımızdan dolayı en son güvenliği aradık ve ""Biz güvenliğiz napalım"" gibi bir cevap aldık. Bir şey yapılamaması normal fakat koca Bilkent'in ulaşım birimine nasıl o kadar kişi ulaşamadık anlamıyoruz rezillik resmen ki bu Bahçeli durağında+",elvo yeto,elvinkosar,2022-05-30 21:11:04.000 ,Mon May 30 21:11:04 +0000 2022,1,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,
1531380291541024769,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Digital Kral 🇹🇷,digitalkral,2022-05-30 21:01:27.000 ,Mon May 30 21:01:27 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531380072774524929,@DokuzOlmaz @crmbelediyesi @sungurlu_tv @HaytapOfficial @PawGuardsTr @melothepit @kedibettyy @Bilkent_HDK @odtuhaydost,Tuğçe,tugceygt_,2022-05-30 21:00:35.000 ,Mon May 30 21:00:35 +0000 2022,4,2,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,9,,,,,
1531378734716051457,odtü bilkent mi oluyor https://t.co/NtXCLMAITL,ah savaşçısı,rebetissa,2022-05-30 20:55:16.000 ,Mon May 30 20:55:16 +0000 2022,1,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/y4nci/status/1531307536879693824 ,0,0,,,,,
1531377816360693767,"RT @hakhukukhayat : Prof. Dr. Sami SELÇUK
Yargıtay Eski  Başkanı
İ. D. Bilkent Ü. Hukuk Fakültesi öğretim üyesi:

''.... uygulanmayan, yitik hukukun göçüğü.................''

#ŞimdiBirlikZamanı https://t.co/z6bbgHHknk",YediOrtalıHaritaMetod,aahdunya,2022-05-30 20:51:37.000 ,Mon May 30 20:51:37 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FUBrm-8XoAEMzoo.png,,,
1531374888564494338,bilkent ulaşım birimini siktğim oda,mısra,msrashnn,2022-05-30 20:39:59.000 ,Mon May 30 20:39:59 +0000 2022,2,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1531374064329281537,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",berker,MuffyCiao,2022-05-30 20:36:43.000 ,Mon May 30 20:36:43 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531373212302462977,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",senol acar,acar_senol,2022-05-30 20:33:20.000 ,Mon May 30 20:33:20 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531372882231799811,bir kerede söyle bi olay cereyan etmistir ben çantamda 4 tuborg red 3 efesi alıp bilkent’e gitmisimdir aptal eski flörtüme zırlanip kizilay’a kadar otostop cekip dönmüstüm bilkent centerdan taaaa kizilya ehe düsün bak nasil ama,can(?),goceberozelin,2022-05-30 20:32:01.000 ,Mon May 30 20:32:01 +0000 2022,1,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1531372774240968707,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Serkan GÜLSEN,SerkanGLSEN1,2022-05-30 20:31:35.000 ,Mon May 30 20:31:35 +0000 2022,0,0,tr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,,,,,
1531372744553668622,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Kripto Meraklısı,kriptomrk,2022-05-30 20:31:28.000 ,Mon May 30 20:31:28 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531372528974831618,"RT @hakhukukhayat : Prof. Dr. Sami SELÇUK
Yargıtay Eski  Başkanı
İ. D. Bilkent Ü. Hukuk Fakültesi öğretim üyesi:

''.... uygulanmayan, yitik hukukun göçüğü.................''

#ŞimdiBirlikZamanı https://t.co/z6bbgHHknk",ahekimseckin,ahekimseckin1,2022-05-30 20:30:37.000 ,Mon May 30 20:30:37 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FUBrm-8XoAEMzoo.png,,,
1531372502085156867,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Y.S.,PEvimiz,2022-05-30 20:30:30.000 ,Mon May 30 20:30:30 +0000 2022,0,0,tr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,,,,,
1531372088514183174,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Şevki,evki08094974,2022-05-30 20:28:52.000 ,Mon May 30 20:28:52 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531371884880740354,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Ahmet GÖK,zaferagok,2022-05-30 20:28:03.000 ,Mon May 30 20:28:03 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1531371261695348737,"RT @gazininpatileri : ❗❗BU YAVRULARIMIZA HALA YUVA BULUNAMADI❗❗
Bir ay önce ilan açılmıştı hala bir sonuç yok. Klinikte kalıyorlar ve sahiplenildiği evden geri getirildiler... Ev ortamında doğup, büyüdüler. Kum, kuru mama alışkanlıkları var. İnsanlarla çok iyi anlaşıyorlar. 
İletişim için DM. https://t.co/kdvhX1pS6t",Bilkent Hayvan Dostları Kulübü,Bilkent_HDK,2022-05-30 20:25:34.000 ,Mon May 30 20:25:34 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/FUB9RE9WAAE0xFd.jpg,https://pbs.twimg.com/media/FUB9SBBXoAER0gc.jpg,,
1531371211560734722,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Eralp Büyükaslan,eralpbuyukaslan,2022-05-30 20:25:22.000 ,Mon May 30 20:25:22 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1531370733720551432,"RT @hakhukukhayat : Prof. Dr. Sami SELÇUK
Yargıtay Eski  Başkanı
İ. D. Bilkent Ü. Hukuk Fakültesi öğretim üyesi:

''.... uygulanmayan, yitik hukukun göçüğü.................''

#ŞimdiBirlikZamanı https://t.co/z6bbgHHknk",Elif gibi,Leyla70738322,2022-05-30 20:23:29.000 ,Mon May 30 20:23:29 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FUBrm-8XoAEMzoo.png,,,
1531370605706153984,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Tamer Kıroğlu,tamerkiroglu,2022-05-30 20:22:58.000 ,Mon May 30 20:22:58 +0000 2022,0,0,tr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,0,,,,,
1531368643979792384,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",#ÇÖH_ATMACA 53,AK_Yolcu53,2022-05-30 20:15:10.000 ,Mon May 30 20:15:10 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531368196623720448,@fazilsaymusic Senelerdir hayalim sizin konserinize gitmekti. 2 Temmuz’da Bilkent’te bir mani çıkmazsa bu hayali gerçekleştireceğim gibi. Çok seviliyorsunuz🙏🏻,Sude,sushisud,2022-05-30 20:13:24.000 ,Mon May 30 20:13:24 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,,,
1531367674097373184,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",fatihgüneybordomavi,fguney61,2022-05-30 20:11:19.000 ,Mon May 30 20:11:19 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531367531373527040,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",Mehmet Kaan,bozbey007,2022-05-30 20:10:45.000 ,Mon May 30 20:10:45 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
1531366930900189186,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",buraya ne yazıcam ?,buyasaerdirdin,2022-05-30 20:08:22.000 ,Mon May 30 20:08:22 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1531366772099715075,"RT @coinexactly : Bilkent Şehir Hastanesi
Kan merkezi 
(Sabah 8 den sonra)
HASTA :Abdullah Aydın
               0 Rh (-) Negatif
İLETİSİM : Volkan AKTAŞ
                    05304584561 
kan ihtiyacı var arkadaşlar. Ankara'da olan arkadaşlara duyurulur.",kanşiray1458,akay1485,2022-05-30 20:07:44.000 ,Mon May 30 20:07:44 +0000 2022,0,0,tr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
